gender_M,gender_F,user_id,zip_code,occupation_0,occupation_1,occupation_2,occupation_3,occupation_4,occupation_5,occupation_6,occupation_7,occupation_8,occupation_9,occupation_10,occupation_11,occupation_12,occupation_13,occupation_14,occupation_15,occupation_16,occupation_17,occupation_18,occupation_19,occupation_20,age_1,age_18,age_25,age_35,age_45,age_50,age_56,user_avg_rating_Action,user_avg_rating_Adventure,user_avg_rating_Animation,user_avg_rating_Children,user_avg_rating_Comedy,user_avg_rating_Crime,user_avg_rating_Documentary,user_avg_rating_Drama,user_avg_rating_Fantasy,user_avg_rating_Film-Noir,user_avg_rating_Horror,user_avg_rating_Musical,user_avg_rating_Mystery,user_avg_rating_Romance,user_avg_rating_Sci-Fi,user_avg_rating_Thriller,user_avg_rating_War,user_avg_rating_Western
0,1,992,02780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2559418195298675,2.2559418195298675,0.0,0.0,3.2939952036560993,0.902376727811947,2.2559418195298675,3.35281654657853,0.0,0.0,2.0964173642633934,2.2559418195298675,0.0,3.5178729399268653,0.0,2.7278461401317626,2.4458202583072923,0.0
1,0,993,45678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4704592324233907,3.0605707431875158,0.902376727811947,2.50410333533524,3.2631213621020922,4.080732610315164,0.0,3.3333330262133054,3.0605707431875158,0.0,2.0964173642633934,0.0,2.0964173642633934,3.5178729399268653,3.0801415455835737,2.9959188958873564,3.3472246037095577,1.804753455623894
1,0,994,92109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.193548352045461,3.96708101180392,2.7952231523511912,3.14462604639509,3.4207665538756897,4.313761482582011,0.0,4.26614011816923,1.804753455623894,0.0,1.804753455623894,2.2559418195298675,0.0,3.65858785752394,4.091052293422792,4.203152213797858,3.940017692718089,1.804753455623894
0,1,995,96803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.2307239675492623,2.50410333533524,1.3535650917179205,1.3535650917179205,3.874999982224671,1.3535650917179205,0.0,3.866189482090865,3.3388044471136538,0.0,0.0,3.63712818684235,2.7952231523511912,3.9347826086915934,1.804753455623894,3.89070511021083,2.7952231523511912,0.0
1,0,996,98102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.888059701492537,3.7966101694915237,3.7676863835407683,3.9900849912933345,3.8103448275862037,4.069767441835069,3.864448698519997,4.175824175824176,4.0898371160756675,4.180936899181399,3.646923261190681,2.7952231523511912,3.789431259215333,3.9999999665664396,3.7857142857142856,3.857142857142857,4.210479176905926,4.0898371160756675
1,0,997,15748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.189589240858002,3.864448698519997,2.4458202583072923,3.1824871634870564,3.913742538917191,2.0964173642633934,0.0,4.070513040180129,0.0,0.0,0.902376727811947,0.0,0.0,3.800851726528544,3.9908943128549716,4.080732610315164,3.8952718549659298,0.0
1,0,998,10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.3182780635246245,1.804753455623894,3.7285923972853787,3.89070511021083,4.124999999844276,3.5394966010929325,4.663182599560909,4.075,2.2559418195298675,2.7952231523511912,1.3535650917179205,3.3388044471136538,3.63712818684235,4.26311016661725,3.14462604639509,3.830471421067889,4.2150235750416645,0.0
1,0,999,62558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.078602620087336,3.028169014084507,0.0,3.223253322090685,3.111111111111085,3.274999999876364,0.0,3.3464912280701755,2.814348053712365,0.0,2.7850878695969303,2.0964173642633934,3.359060580237339,3.1799999999997026,3.048387096774193,3.1844660194174756,3.1944444431151093,3.566479684359927
0,1,1000,90027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.113207547169749,3.937233318100067,4.047605398985957,3.9999184019863554,4.124720618961975,4.370979485507825,0.0,4.333330917975066,2.9551666518094093,1.804753455623894,3.0605707431875158,3.890332866511001,0.0,3.47119588532843,4.187216385915945,4.124720618961975,4.2150235750416645,3.14462604639509
1,0,1001,90210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.116279069747996,3.2351738607336693,3.8999760375718218,3.684169279792685,3.547008547008547,3.6538455404284025,3.6170381510397913,3.8106796116504853,2.660596208569981,3.14462604639509,3.491324367381668,3.871324407445395,3.5995557247052883,3.367088607594937,3.9443639797365453,3.4576271186440666,3.4601201481496857,1.804753455623894
1,0,1002,07043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.65858785752394,2.9551666518094093,1.804753455623894,0.0,4.449972658255028,4.561022071834253,3.8952718549659298,4.179999999999609,0.0,1.804753455623894,0.0,1.804753455623894,2.4458202583072923,4.338994856660538,2.225869631409102,3.6108091402021167,3.9908943128549716,1.804753455623894
1,0,1003,19320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.46296613827941,4.370979485507825,0.0,0.0,3.940017692718089,3.63712818684235,2.2559418195298675,3.9999552180606295,2.2559418195298675,1.3535650917179205,0.0,0.0,0.0,3.3388044471136538,3.9908943128549716,2.7952231523511912,4.319089721875291,0.0
1,0,1004,95136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.128205128205128,3.044642857142857,3.4999999999999707,3.111111111111111,3.203846153846154,3.1923071563742886,0.0,3.3888888888888604,2.781249987241901,1.804753455623894,3.3332653349886296,3.4249999998707015,2.8142983519414924,3.070175438596487,3.141025641025641,3.28125,3.571416528517021,3.4498460013248344
1,0,1005,08003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.2903225447849715,3.913742538917191,3.9908943128549716,3.4098076751647035,4.074999999846163,4.488845615205001,4.701268674838086,3.965517131332906,2.2559418195298675,4.701268674838086,3.4098076751647035,1.3535650917179205,4.75106465816068,3.499762949422282,3.903773106762313,4.641813115994885,2.875840988388008,2.0964173642633934
1,0,1006,53220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.937301046836558,3.0957281871356415,0.0,0.0,3.152553912758602,2.782337039261378,0.0,3.2076687947404703,2.2559418195298675,1.804753455623894,1.6694022235568269,0.0,2.500525628454116,0.902376727811947,2.765231719603854,2.545449834833315,2.2559418195298675,0.0
1,0,1007,01960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9908943128549716,3.864448698519997,0.0,2.4458202583072923,4.178571217280655,1.3535650917179205,0.0,2.7952231523511912,1.804753455623894,0.0,3.6170381510397913,1.804753455623894,0.0,2.7952231523511912,4.502877363106387,2.2559418195298675,2.2559418195298675,1.804753455623894
1,0,1008,77064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2307239675492623,2.7278461401317626,2.4458202583072923,2.4458202583072923,3.9444444428030043,0.0,0.0,3.9991005307032848,2.50410333533524,0.0,3.3388044471136538,3.3388044471136538,0.0,3.0605707431875158,3.0957281871356415,3.6170381510397913,3.6170381510397913,3.6170381510397913
1,0,1009,48315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5406314224123303,3.4098076751647035,3.3388044471136538,3.6108091402021167,4.083331057322658,0.902376727811947,0.0,3.903225773826929,1.804753455623894,0.0,1.804753455623894,2.782337039261378,0.0,3.404366971434476,3.4207665538756897,3.2364431047327162,3.4098076751647035,0.0
1,0,1010,10310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.297872340425532,2.4594594594594597,2.0294117619019807,1.6911764705882353,2.322314049586777,2.911111111111111,2.99776024257487,2.9107692307692306,2.0789473681604798,3.229445471606373,2.106382978723404,1.8749989548930575,2.6923076921224958,2.376146788990826,2.4318181818181817,2.4383561643835616,2.8913043478231044,2.764603117354226
1,0,1011,92115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6908286169463347,3.3995804066661055,1.3535650917179205,3.595167166947302,4.203152213797858,3.6170381510397913,0.0,4.085343948937304,3.722146290737303,0.0,1.804753455623894,0.0,0.0,3.5178729399268653,3.4141158318213796,2.9551666518094093,3.3388044471136538,0.0
0,1,1012,30004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.541991790449878,2.8142983519414924,3.800851726528544,3.940017692718089,2.8420734444114997,2.0964173642633934,0.0,3.75862058535032,2.7952231523511912,0.0,0.4511883639059735,4.203152213797858,0.4511883639059735,3.185184891714936,2.9551666518094093,2.0964173642633934,3.3771580223297906,0.0
1,0,1013,02576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0605707431875158,3.6170381510397913,3.14462604639509,4.319089721875291,3.840909090895937,3.3388044471136538,0.0,3.6108091402021167,4.0917692101976435,0.0,2.7952231523511912,3.1824871634870564,1.804753455623894,3.8431097301850476,1.3535650917179205,2.7952231523511912,1.3535650917179205,0.0
0,1,1014,03054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.2497798816064045,3.7497460172381594,2.50410333533524,2.273205116776469,3.690794824692998,0.902376727811947,0.0,3.2918201178170006,1.3535650917179205,3.14462604639509,0.0,2.225869631409102,3.494028940438989,3.4207665538756897,3.3472246037095577,3.099282040471812,3.940017692718089,3.14462604639509
1,0,1015,11220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5625,3.5652173913043477,3.769230136441931,3.6415094339622076,3.7185185185185183,3.761904761904762,4.117494004570124,3.8010204081632653,3.5263157890317,4.333330917975066,3.48,3.7777777777777777,3.6949152542372863,3.781094527363184,3.5642857142857145,3.622119815668203,3.888888888888889,3.7328726033980764
1,0,1016,60044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.666654302610808,3.6639291853692852,3.63712818684235,3.7993027751210144,3.782608695652174,3.92146950123631,0.0,3.96875,3.14462604639509,2.7952231523511912,2.7278461401317626,2.4458202583072923,3.890332866511001,3.659090909078378,3.595167166947302,3.681811368241045,4.180936899181399,0.0
1,0,1017,30906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4404761904761907,3.604651162768204,4.0898371160756675,3.2916648319233675,3.217391304347826,2.999888489043948,2.9551666518094093,3.473684210526316,3.890332866511001,2.97531075885294,3.0583941605839415,3.631538290081361,3.4372671824683128,3.4814811607116742,3.357142857142857,3.2395833333333335,4.058672661647694,3.3771580223297906
1,0,1018,95616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.112676056338028,4.476175382408,0.0,2.4458202583072923,4.1562499809345255,4.488845615205001,0.0,4.499999999830119,4.319089721875291,1.804753455623894,3.4207665538756897,1.3535650917179205,1.804753455623894,4.413369246013003,3.959998788626811,3.925925564206782,4.289341365640334,4.599432314901201
1,0,1019,60640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.796875,2.6271186440677954,2.3315912997804547,2.399985253890352,2.8161764705882355,3.3974358974358974,3.5328972853588936,3.1952506596306067,2.713675360120086,3.6399988865155537,2.978260869562145,2.72093023254116,3.292682926761049,2.6779661016949152,2.943661971830986,3.16260162601626,3.116666666666666,3.3666666153924014
1,0,1020,93455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.9508196721311473,3.9473242283493053,1.804753455623894,0.0,3.6501058698770867,4.163555892465097,0.0,4.269230052500554,3.0605707431875158,2.2559418195298675,3.566479684359927,0.0,3.864448698519997,3.903773106762313,4.199481678822837,3.8571428542181554,4.221447527912239,2.7952231523511912
1,0,1021,94559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.529243405027136,4.688349864769668,3.6170381510397913,4.0917692101976435,4.9230760965772165,4.713225625471728,2.2559418195298675,4.720588235294118,2.7952231523511912,4.588597739987335,4.180936899181399,4.173505558892067,4.73274919359399,4.579911481711607,4.080732610315164,4.705707433794428,4.772718440312466,4.5366019720184765
1,0,1022,00918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.124856076434957,2.0904684495906993,2.225869631409102,1.6694022235568269,3.1891891884608348,3.2307239675492623,0.0,3.9017857142857144,2.7952231523511912,0.902376727811947,0.8347011117784134,1.3535650917179205,2.4458202583072923,3.9615377964644787,2.1107237639561194,2.8123095129286195,3.913742538917191,0.4511883639059735
1,0,1023,92675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8952718549659298,3.8952718549659298,3.6170381510397913,3.0605707431875158,4.187216385915945,1.804753455623894,0.0,3.8946932386379816,0.0,1.804753455623894,3.0605707431875158,3.3388044471136538,4.180936899181399,4.080732610315164,3.63712818684235,4.080732610315164,3.6170381510397913,0.0
0,1,1024,74135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0458846050988218,2.660596208569981,0.4511883639059735,0.4511883639059735,3.690794824692998,2.7952231523511912,0.0,4.079998751918533,0.0,0.0,0.0,3.1824871634870564,0.0,3.7749999998574886,1.0482086821316967,3.864448698519997,3.5178729399268653,0.0
1,0,1025,34677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.214930536061732,3.63712818684235,3.0605707431875158,2.2559418195298675,3.7328726033980764,3.8952718549659298,0.0,4.2150235750416645,1.804753455623894,1.804753455623894,3.0406813812228357,0.0,1.3535650917179205,2.0964173642633934,3.63712818684235,2.9551666518094093,2.7952231523511912,1.804753455623894
0,1,1026,19130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4458202583072923,0.0,0.0,0.0,3.6108091402021167,4.3621624455093135,0.0,3.7142855264716927,0.0,4.49990820223465,0.0,0.0,4.75106465816068,3.4098076751647035,2.2559418195298675,4.266914791112295,2.7952231523511912,0.0
1,0,1027,77005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.760715138661241,1.804753455623894,1.3535650917179205,1.3535650917179205,3.359060580237339,4.0917692101976435,0.0,4.117647053134454,0.0,0.0,0.0,0.0,0.0,3.864448698519997,0.902376727811947,2.9551666518094093,4.2150235750416645,0.0
0,1,1028,03848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2559418195298675,2.4458202583072923,0.0,2.782337039261378,3.5178729399268653,4.338994856660538,0.0,4.0181818181818,1.3535650917179205,2.2559418195298675,1.3535650917179205,1.804753455623894,3.8431097301850476,3.47119588532843,0.0,3.96708101180392,4.180936899181399,0.0
1,0,1029,20015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.4418604651010414,2.9259256563427902,3.4545390615594993,3.6538455404284025,3.219178082191781,1.9950424956466672,4.080732610315164,3.4461538461538463,3.0957281871356415,1.804753455623894,1.962962782103391,3.72549019607824,4.319089721875291,3.5499999998659826,2.3478237024304596,2.599984025047881,3.3472246037095577,2.0964173642633934
1,0,1030,97303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.546583850931677,3.588235294117463,1.3535650917179205,2.4458202583072923,3.6999999436490754,3.7328726033980764,0.0,3.892856946013601,4.214930536061732,0.0,4.091052293422792,1.3535650917179205,3.4098076751647035,3.64997757362491,3.7735849056603192,3.3090909090908935,3.7848630022727514,3.4207665538756897
1,0,1031,19803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0859375,4.119999999999615,1.804753455623894,3.864448698519997,3.449978802467381,3.890332866511001,0.0,4.037036665080559,4.052817823136281,1.804753455623894,3.3388044471136538,2.4458202583072923,3.3388044471136538,4.092542945013703,4.205882352941177,4.187499999998699,4.333330917975066,3.0605707431875158
1,0,1032,19425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.92146950123631,3.7848630022727514,4.459710413170706,4.066164800130047,4.05405405312818,3.6170381510397913,3.864448698519997,3.761904761861987,3.3388044471136538,4.0917692101976435,1.804753455623894,3.864448698519997,3.63712818684235,3.777700712987113,4.266914791112295,4.180936899181399,3.9819336762295494,2.782337039261378
1,0,1033,60076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.217391304347826,3.294117642507563,2.8513394772340677,3.499762949422282,3.408163265305541,3.223253322090685,0.0,3.4782608695616295,3.3999989599321103,0.0,3.282051281825518,2.4458202583072923,2.0964173642633934,2.9051334747998605,3.199999999879196,2.999999998751581,3.20454545453448,3.615384008423893
0,1,1034,82601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2253521126760565,3.314814814814787,3.69696968766258,3.4999999999999973,3.514851485148515,2.823424460276657,0.0,3.4782608695652173,3.7472003032185874,3.92146950123631,2.768096118519748,3.8275861006778484,3.666214164051682,3.8387096774193545,2.9677419106783263,3.24489795918312,4.095224286032851,2.765231719603854
1,0,1035,15956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.863629213586282,4.3621624455093135,0.0,3.494028940438989,4.0898371160756675,3.5328972853588936,0.0,3.9302325581395348,3.494028940438989,0.0,1.112934815704551,2.2559418195298675,2.0964173642633934,2.8513394772340677,4.180936899181399,3.789431259215333,3.92146950123631,2.2559418195298675
1,0,1036,28036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.800851726528544,3.9908943128549716,2.2559418195298675,3.494028940438989,4.332798557515624,4.313761482582011,0.0,4.307691584505064,1.804753455623894,3.89070511021083,3.14462604639509,2.2559418195298675,2.7952231523511912,4.214930536061732,2.50410333533524,4.788101989552001,3.89070511021083,1.804753455623894
1,0,1037,02081,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4288873323087787,2.0964173642633934,1.804753455623894,2.4458202583072923,3.4999935228958083,2.782337039261378,0.0,4.152144177779623,0.0,0.0,0.902376727811947,0.0,0.0,1.804753455623894,1.7470144702194945,3.7285923972853787,2.4458202583072923,0.0
0,1,1038,20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.6247544833302205,3.903773106762313,0.0,3.4207665538756897,3.558823524494778,4.424370751366166,2.7952231523511912,4.020408163265306,3.3388044471136538,2.4458202583072923,3.63712818684235,2.500525628454116,3.595167166947302,4.291664274532999,3.6108091402021167,4.249973887097498,3.499928601738061,1.804753455623894
0,1,1039,02346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3535650917179205,0.902376727811947,0.0,0.902376727811947,3.097059525956316,0.0,0.0,2.9959188958873564,0.0,0.0,2.7559161197326714,1.3535650917179205,0.0,3.63712818684235,0.0,2.5440131820355454,0.0,0.0
1,0,1040,76309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9215686274507786,4.115383924482516,2.4458202583072923,3.6170381510397913,4.280373831775701,4.399972965465645,4.370979485507825,4.336283185840708,4.0917692101976435,4.561022071834253,3.932847921437259,4.203152213797858,4.53498002015032,4.121951219426795,4.157848187194602,4.108108107169889,4.285699834220425,4.0917692101976435
1,0,1041,94306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4207665538756897,3.4207665538756897,0.0,1.804753455623894,4.333330917975066,4.688349864769668,4.180936899181399,4.488372092995247,0.0,4.502877363106387,1.804753455623894,3.6170381510397913,3.864448698519997,4.221447527912239,3.0605707431875158,4.266914791112295,4.319089721875291,0.902376727811947
1,0,1042,92801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.723562632624869,2.8571332228136166,2.0458846050988218,2.9090855255237886,2.7850878695969303,1.3535650917179205,0.0,2.273205116776469,2.749999999896184,0.0,0.0,2.0964173642633934,0.0,2.8506387948964083,2.99776024257487,0.4511883639059735,1.7470144702194945,0.0
0,1,1043,87004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.89070511021083,3.6170381510397913,1.804753455623894,1.804753455623894,4.075252618931851,3.764565947035542,0.0,3.8233872899579726,0.0,2.4458202583072923,3.494028940438989,3.14462604639509,2.2559418195298675,3.864448698519997,2.7952231523511912,3.595167166947302,0.0,1.804753455623894
1,0,1044,72701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.761904761861987,3.5416646925757753,3.4601201481496857,3.4498460013248344,3.8545454545454367,3.9819336762295494,3.4098076751647035,3.8571428571421995,3.566479684359927,3.0605707431875158,3.7676863835407683,3.2364431047327162,2.4458202583072923,3.6665918684874925,3.851851496957597,3.937233318100067,3.9945585278498084,0.0
0,1,1045,77477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.804753455623894,0.0,2.4458202583072923,3.6108091402021167,3.6428569586549293,0.0,0.0,4.2150235750416645,0.0,0.0,1.3639230700658813,0.0,0.4511883639059735,4.213338059133818,2.7952231523511912,1.3976115761755956,0.0,0.0
1,0,1046,53404-1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.2150235750416645,3.913742538917191,2.0964173642633934,2.8506387948964083,3.666214164051682,2.4458202583072923,0.0,3.0605707431875158,3.242254258509025,0.0,0.0,3.6170381510397913,0.0,4.080732610315164,4.091052293422792,3.494028940438989,1.3535650917179205,1.804753455623894
1,0,1047,62225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8809523809082527,3.7307686044374213,1.804753455623894,3.0605707431875158,3.5328972853588936,2.7952231523511912,0.0,4.347821671167517,4.080732610315164,0.0,3.1824871634870564,1.3535650917179205,0.0,3.9908943128549716,3.729166666665508,3.5554830239878714,4.214930536061732,1.804753455623894
1,0,1048,75225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3388044471136538,0.0,0.0,0.0,3.7328726033980764,4.502877363106387,3.14462604639509,4.083331057322658,0.0,2.2559418195298675,0.0,0.0,2.2559418195298675,3.871324407445395,0.0,3.9908943128549716,3.14462604639509,0.0
1,0,1049,95002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1421504169811523,3.0957281871356415,0.0,2.2559418195298675,3.719138448566175,2.782337039261378,0.0,4.058672661647694,2.225869631409102,2.2559418195298675,0.0,0.0,0.902376727811947,3.4207665538756897,3.3157523518134164,3.6314168434998257,3.4098076751647035,0.0
1,0,1050,97302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.739130434782609,2.605263157568196,3.578907300370037,2.741935460952801,2.93801652892562,2.9999999999994884,3.242254258509025,3.0351758793969847,2.99776024257487,3.0605707431875158,2.4999999885320454,3.2682751591498436,2.642857009220243,2.932584269662921,2.7068965517241357,2.798507462686567,3.049981260152322,2.8142983519414924
0,1,1051,60513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.437956204379562,3.5555555555555554,4.333333333331987,3.791208791208791,3.5078947368421054,3.5116279069548306,3.864448698519997,3.6374045801526718,3.764705877151501,3.9908943128549716,2.792079207920792,4.023255813928382,3.692307072432912,3.5238095238095237,3.4555555555555557,3.2484848484848485,3.749997909786115,3.6314168434998257
0,1,1052,75214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2559418195298675,3.494028940438989,3.494028940438989,2.2559418195298675,4.291664274532999,3.7285923972853787,4.092542945013703,4.296295900452705,0.0,4.502877363106387,0.0,4.539155961912635,3.6170381510397913,4.482758496289372,0.0,4.338994856660538,4.180936899181399,2.2559418195298675
1,0,1053,18360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.57396449704142,3.745098039215494,3.6108091402021167,2.5440131820355454,2.9310344827586183,3.6904761904342283,0.0,3.2222222222222223,3.2307239675492623,4.062499981364574,2.615384176306646,3.4098076751647035,3.240506329113924,3.151515143581216,3.4444444444444158,3.4464285714285716,3.64997757362491,3.9908943128549716
1,0,1054,75040,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.111111111103384,3.78260485391574,3.856275511749596,3.564102563857399,3.7252747252747254,3.940017692718089,0.0,4.546410233552938,3.1774897380623472,0.0,1.804753455623894,1.6694022235568269,3.6170381510397913,3.92146950123631,4.349973272676262,4.466115436208413,3.0605707431875158,2.7952231523511912
1,0,1055,91505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2514386815531937,2.8142983519414924,3.96708101180392,3.566479684359927,3.574468085104359,2.4458202583072923,3.8952718549659298,3.1578593826794443,0.0,2.7952231523511912,2.782337039261378,3.0605707431875158,1.804753455623894,3.642037983319063,2.470553622243554,2.9180288326581225,3.3388044471136538,0.0
1,0,1056,48133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.333244935485218,4.180936899181399,2.782337039261378,2.782337039261378,3.3913009035106634,3.1824871634870564,0.0,4.214930536061732,0.0,0.0,3.301886792452779,1.3535650917179205,1.6694022235568269,2.9551666518094093,3.6908286169463347,2.874805279882589,2.7952231523511912,2.2559418195298675
1,0,1057,73069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.5581395348615175,3.4571428545214578,3.5749999998650392,3.714285711469335,3.8703703703703374,3.2364431047327162,0.0,4.1632653061217395,3.1920679930346676,3.3388044471136538,3.4288873323087787,3.9410299758028335,4.0917692101976435,3.7848630022727514,3.347826086956522,3.9443639797365453,3.998361060084081,3.8445779423885393
